[2026-07-29T02:46:40.562Z] GET http://localhost:5183/src/screens/Rest.tsx?t=1785293128373 → 304 (10ms, ?B)
[2026-07-29T02:46:40.562Z] GET http://localhost:5183/src/screens/Title.tsx?t=1785293128373 → 304 (11ms, ?B)
[2026-07-29T02:46:40.570Z] GET http://localhost:5183/src/components/Cat.tsx?t=1785293128373 → 304 (5ms, ?B)
[2026-07-29T02:46:40.572Z] GET http://localhost:5183/src/components/Plate.tsx → 304 (3ms, ?B)
[2026-07-29T02:46:40.572Z] GET http://localhost:5183/src/components/Sushi.tsx → 304 (3ms, ?B)
[2026-07-29T02:46:40.572Z] GET http://localhost:5183/src/game/engine.ts → 304 (4ms, ?B)
[2026-07-29T02:46:57.702Z] GET http://localhost:5183/audio/prompt/S.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.702Z] GET http://localhost:5183/audio/confirm/S.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.703Z] GET http://localhost:5183/audio/word/S.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.703Z] GET http://localhost:5183/audio/name/S.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.703Z] GET http://localhost:5183/audio/prompt/M.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.703Z] GET http://localhost:5183/audio/confirm/M.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.703Z] GET http://localhost:5183/audio/word/M.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.703Z] GET http://localhost:5183/audio/name/M.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.703Z] GET http://localhost:5183/audio/prompt/T.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.703Z] GET http://localhost:5183/audio/confirm/T.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.703Z] GET http://localhost:5183/audio/word/T.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.704Z] GET http://localhost:5183/audio/name/T.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.704Z] GET http://localhost:5183/audio/prompt/A.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.704Z] GET http://localhost:5183/audio/confirm/A.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.704Z] GET http://localhost:5183/audio/word/A.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.704Z] GET http://localhost:5183/audio/name/A.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.704Z] GET http://localhost:5183/audio/prompt/P.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.704Z] GET http://localhost:5183/audio/confirm/P.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.704Z] GET http://localhost:5183/audio/word/P.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.704Z] GET http://localhost:5183/audio/name/P.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.705Z] GET http://localhost:5183/audio/prompt/C.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.705Z] GET http://localhost:5183/audio/confirm/C.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.705Z] GET http://localhost:5183/audio/word/C.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.705Z] GET http://localhost:5183/audio/name/C.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.705Z] GET http://localhost:5183/audio/ui/lets-eat.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.705Z] GET http://localhost:5183/audio/ui/all-done.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.705Z] GET http://localhost:5183/audio/ui/try-again.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.705Z] GET http://localhost:5183/audio/ui/this-one.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.705Z] GET http://localhost:5183/audio/praise/1.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.705Z] GET http://localhost:5183/audio/praise/2.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.706Z] GET http://localhost:5183/audio/praise/3.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.706Z] GET http://localhost:5183/audio/praise/4.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.706Z] GET http://localhost:5183/audio/praise/5.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.706Z] GET http://localhost:5183/audio/praise/6.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.706Z] GET http://localhost:5183/audio/cat/meow-happy-1.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.706Z] GET http://localhost:5183/audio/cat/meow-happy-2.mp3 → pending (?ms, ?B)
[2026-07-29T02:46:57.706Z] GET http://localhost:5183/audio/cat/trill-1.mp3 → pending (?ms, ?B)
